Nachbarschaft,Qualitaet,Zustand,Baujahr,Wohnflaeche,Zimmer,Kamine,Verkaufsjahr,Preis
SawyerW,6,5,1992,1731,7,0,2006,248500
NoRidge,8,5,1992,2826,9,3,2006,334000
NoRidge,7,5,1992,2295,9,1,2006,268000
SawyerW,8,5,1992,1915,8,1,2006,220000
Mitchel,5,5,1992,970,6,0,2006,132000
Mitchel,5,5,1991,1274,6,0,2010,136000
NoRidge,7,8,1991,1755,7,1,2009,235000
Mitchel,5,5,1991,1595,5,0,2009,152000
Gilbert,6,5,1991,1709,7,0,2008,185000
SawyerW,6,5,1991,1294,6,0,2008,179200
Mitchel,4,5,1991,1689,6,1,2008,228500
Gilbert,7,5,1991,1472,7,1,2007,160000
SawyerW,7,5,1991,2127,8,1,2007,238000
Mitchel,7,5,1991,1478,6,1,2007,210000
Mitchel,5,5,1991,974,5,0,2007,93500
SawyerW,6,5,1991,1217,5,0,2006,151000
NoRidge,8,5,1991,2417,9,1,2006,260000
Gilbert,7,5,1990,1341,5,1,2010,171500
SawyerW,7,5,1990,3222,11,2,2010,320000
Gilbert,7,5,1990,1442,5,0,2009,180500
SawyerW,6,5,1990,1332,5,0,2009,145000
SawyerW,7,6,1990,1061,4,0,2009,162000
SawyerW,7,7,1990,2196,7,1,2009,271900
Mitchel,7,5,1990,1217,6,0,2009,173000
NoRidge,6,5,1990,2683,9,2,2008,290000
SawyerW,7,5,1990,2329,10,1,2008,262280
StoneBr,8,5,1990,1321,4,1,2007,212000
Veenker,7,5,1990,2503,7,1,2007,300000
NoRidge,8,5,1990,2810,9,1,2007,302000
SawyerW,7,5,1990,1442,6,1,2007,179900
SawyerW,7,5,1990,2243,8,1,2007,225000
Edwards,6,5,1990,816,5,0,2007,118500
Timber,7,5,1990,1717,7,1,2007,187500
SawyerW,6,5,1990,1398,5,0,2006,172000
Timber,7,5,1990,1339,6,1,2006,180000
Timber,7,5,1990,2514,8,0,2006,250000
Blueste,8,6,1989,1034,4,1,2010,185000
Blueste,8,5,1989,1191,5,1,2010,162500
SawyerW,7,5,1989,1644,5,1,2009,275000
StoneBr,8,5,1989,1337,5,1,2008,188500
Timber,6,5,1989,1495,8,1,2008,150000
SawyerW,7,6,1989,1982,7,1,2007,228500
SawyerW,6,4,1989,2559,9,1,2006,209000
Timber,7,5,1989,2519,9,2,2006,335000
Gilbert,8,7,1988,1752,8,0,2010,164000
NWAmes,7,5,1988,1714,7,1,2010,196500
Crawfor,6,9,1988,1680,5,1,2009,222000
Timber,6,5,1988,1412,6,1,2009,175000
StoneBr,8,5,1988,1228,5,1,2008,189000
NWAmes,7,6,1988,1688,6,1,2008,226500
Timber,6,5,1988,1509,5,1,2008,175000
StoneBr,8,5,1988,1179,5,0,2007,182000
ClearCr,6,5,1988,2060,8,1,2007,211000
SawyerW,7,5,1988,2062,7,1,2007,277000
SawyerW,7,5,1988,1873,7,1,2007,207000
Blueste,8,5,1988,1020,4,0,2007,200000
NWAmes,7,5,1988,2183,9,0,2006,229000
NWAmes,7,5,1988,1872,6,1,2006,241500
Mitchel,7,5,1988,1959,9,0,2006,171000
SawyerW,7,5,1987,1433,4,2,2010,270000
Edwards,5,5,1987,1200,5,0,2009,179000
Edwards,5,5,1987,1200,5,0,2009,179000
Timber,7,5,1987,1479,7,1,2009,213500
Timber,7,6,1987,1501,5,2,2007,244000
StoneBr,8,5,1987,1204,5,0,2006,130000
StoneBr,7,7,1987,1767,5,1,2006,239000
Timber,6,6,1987,1137,5,1,2006,176000
SawyerW,6,7,1986,1400,6,0,2009,162000
Crawfor,6,6,1986,1982,6,1,2009,208000
NWAmes,7,6,1986,2093,7,1,2008,215000
Timber,7,6,1986,1501,6,1,2008,241500
Timber,6,5,1986,1651,7,1,2008,184000
Timber,6,5,1986,1256,6,1,2008,180000
StoneBr,8,5,1986,1088,5,0,2007,170000
SawyerW,7,5,1986,2730,8,1,2007,301000
Crawfor,8,5,1986,2726,6,1,2007,315000
ClearCr,7,5,1986,1453,6,1,2006,190000
GrnHill,7,5,1986,1295,5,0,2006,230000
StoneBr,8,5,1985,1502,4,0,2010,212000
SawyerW,6,5,1985,1732,7,1,2010,178000
Mitchel,5,2,1985,2432,10,0,2010,159000
Mitchel,5,5,1985,833,5,0,2009,112000
Timber,7,7,1985,1240,6,0,2007,174000
StoneBr,8,5,1985,1742,5,1,2006,275000
SawyerW,6,5,1985,1298,5,1,2006,180000
SawyerW,6,5,1984,752,4,0,2010,125000
SawyerW,6,5,1984,1097,6,0,2010,152000
Mitchel,5,7,1984,833,5,0,2010,149900
StoneBr,8,5,1984,1360,4,1,2009,187500
Edwards,5,5,1984,1049,5,0,2009,139500
Veenker,6,6,1984,1232,6,0,2008,162500
Sawyer,5,5,1984,1126,5,0,2008,152000
Mitchel,5,5,1984,923,5,0,2008,119500
Mitchel,5,6,1984,889,6,0,2008,137500
StoneBr,7,5,1984,2090,6,1,2007,207500
NWAmes,6,5,1984,1284,5,0,2007,174000
NWAmes,6,7,1984,1868,7,1,2007,178000
NWAmes,6,6,1984,1177,6,0,2007,151500
ClearCr,6,5,1984,1522,7,1,2007,182000
Edwards,5,6,1984,1038,5,0,2007,130000
SawyerW,6,5,1984,1822,7,1,2007,228500
Mitchel,5,6,1984,887,5,0,2007,124500
NWAmes,7,7,1984,1621,8,0,2006,202500
Mitchel,6,6,1984,1003,6,0,2006,142500
SawyerW,6,5,1983,1338,5,1,2009,156500
SawyerW,8,8,1983,2132,5,1,2009,316600
NWAmes,7,7,1983,1260,6,0,2008,181900
Mitchel,5,7,1983,816,4,0,2008,128500
SawyerW,5,7,1983,884,5,0,2007,144000
Mitchel,6,5,1983,1080,5,0,2007,134000
Mitchel,5,7,1983,816,4,0,2007,139000
Mitchel,5,5,1983,902,5,0,2006,131000
Sawyer,5,5,1982,858,5,0,2009,134900
Sawyer,5,6,1982,860,4,0,2009,137000
Mitchel,5,9,1982,816,5,1,2008,130500
Mitchel,5,8,1982,816,4,0,2008,138000
Mitchel,5,6,1982,845,6,0,2008,134500
Mitchel,4,6,1982,845,4,0,2007,129500
Mitchel,5,7,1982,816,5,0,2007,124500
NWAmes,8,5,1981,2524,9,1,2009,278000
SawyerW,6,7,1981,1882,8,2,2009,160000
Greens,8,5,1981,1226,4,2,2009,211500
Veenker,7,5,1981,1740,7,0,2009,241600
NWAmes,6,6,1981,1422,7,1,2008,175500
NWAmes,6,7,1981,1440,7,1,2007,182900
NWAmes,7,7,1981,1479,6,1,2007,176000
Veenker,8,5,1981,2497,7,2,2007,373000
Veenker,9,5,1981,1842,5,1,2006,385000
Timber,8,6,1981,1707,6,1,2006,228000
SawyerW,6,5,1980,923,5,1,2010,143000
SawyerW,6,6,1980,1564,7,1,2010,171000
Greens,8,5,1980,788,3,1,2010,155000
OldTown,6,5,1980,1056,4,0,2010,144000
NWAmes,7,7,1980,2353,10,1,2009,260000
NWAmes,7,7,1980,2673,9,1,2009,249000
NWAmes,7,5,1980,1472,6,2,2009,187500
SawyerW,6,6,1980,1217,6,1,2009,120000
Veenker,8,8,1980,2014,6,2,2009,275000
Blueste,6,6,1980,1032,5,1,2009,115000
Blueste,6,6,1980,1229,5,1,2009,137000
Blueste,6,6,1980,1229,5,1,2009,121000
Blueste,6,6,1980,1229,5,1,2009,124000
Timber,6,8,1980,2237,7,1,2009,204000
NWAmes,7,6,1980,2044,7,1,2008,185000
Blueste,6,6,1980,1032,5,1,2008,116500
Blueste,6,6,1980,1556,6,1,2008,151000
SawyerW,6,5,1980,1266,5,2,2007,128000
Veenker,7,6,1980,2362,8,1,2007,255000
OldTown,5,5,1980,936,4,0,2007,140000
Blueste,6,6,1980,1045,5,1,2007,123900
NWAmes,6,6,1980,1102,5,1,2006,169000
NWAmes,6,6,1980,1686,7,1,2006,207500
Greens,8,5,1980,1235,4,3,2006,214000
Greens,8,5,1980,1036,4,1,2006,188000
Greens,8,5,1980,1226,4,1,2006,190000
ClearCr,7,5,1980,1700,7,0,2006,148400
SawyerW,6,5,1979,918,5,1,2010,99500
ClearCr,7,6,1979,1524,4,1,2010,260000
NWAmes,6,5,1979,1586,7,1,2009,181000
SawyerW,5,5,1979,1535,8,0,2009,118964
SawyerW,5,5,1979,1224,6,2,2009,153337
SawyerW,5,5,1979,2228,8,0,2009,147983
SawyerW,5,5,1979,1535,8,0,2009,118858
SawyerW,5,5,1979,1535,8,0,2009,118858
SawyerW,5,5,1979,2240,12,0,2009,142953
SawyerW,5,5,1979,1229,6,2,2009,148325
SawyerW,5,5,1979,1513,8,0,2009,113722
CollgCr,5,7,1979,914,5,0,2009,134900
NWAmes,7,5,1979,1782,6,1,2008,220000
ClearCr,7,6,1979,1524,7,2,2008,245000
NWAmes,7,5,1979,1930,9,1,2007,192000
NWAmes,7,6,1979,1725,6,1,2007,197000
NWAmes,6,5,1979,1353,5,1,2007,192350
Edwards,5,6,1979,2233,11,0,2007,141000
Mitchel,6,6,1979,1299,5,1,2007,183500
NAmes,5,5,1979,943,4,2,2006,135960
Mitchel,6,6,1979,1625,6,1,2006,242500
NWAmes,6,6,1978,2073,7,2,2010,210000
NPkVill,6,5,1978,1456,7,1,2010,146000
Sawyer,6,5,1978,1902,8,0,2010,112000
Greens,8,6,1978,1226,4,1,2010,206000
NWAmes,6,5,1978,1891,7,1,2010,212500
Sawyer,5,5,1978,1373,5,2,2010,160250
Sawyer,6,5,1978,1386,6,1,2010,158900
ClearCr,6,5,1978,1981,8,1,2010,230000
NWAmes,7,6,1978,2050,8,1,2009,154000
NWAmes,6,6,1978,1671,7,1,2009,200000
NWAmes,6,5,1978,1707,7,1,2009,184000
NWAmes,7,5,1978,1601,7,1,2009,157000
NPkVill,6,5,1978,1548,7,1,2009,147000
NPkVill,6,6,1978,1441,7,1,2009,148500
NPkVill,6,5,1978,1456,6,1,2009,138000
NAmes,5,7,1978,941,4,0,2009,145000
Edwards,5,5,1978,1152,6,0,2009,159900
Sawyer,6,5,1978,1683,7,1,2009,172500
Sawyer,6,5,1978,1034,5,1,2009,149900
CollgCr,5,5,1978,1040,5,0,2009,124000
CollgCr,5,5,1978,907,5,0,2009,140000
CollgCr,5,8,1978,864,6,0,2009,136500
Mitchel,5,6,1978,1110,4,1,2009,165500
NWAmes,7,5,1978,2064,7,2,2008,235000
NWAmes,7,7,1978,2840,8,2,2008,292500
Sawyer,6,5,1978,1096,6,1,2008,157500
Sawyer,6,8,1978,1034,6,1,2008,153000
CollgCr,5,6,1978,1174,5,0,2008,158000
CollgCr,6,6,1978,1026,5,0,2008,147000
NWAmes,7,6,1978,1664,7,1,2007,213000
NWAmes,6,6,1978,1032,6,1,2007,148000
NPkVill,7,7,1978,1055,4,0,2007,142500
Veenker,5,7,1978,1432,5,1,2007,194000
Greens,8,6,1978,1295,4,2,2007,213750
Mitchel,6,6,1978,912,5,1,2007,156000
NWAmes,7,5,1978,1857,8,1,2006,188900
NWAmes,7,5,1978,2784,12,2,2006,250000
Greens,8,5,1978,1226,4,1,2006,170000
Sawyer,6,7,1978,1400,6,1,2006,149500
Sawyer,6,6,1978,1040,6,1,2006,160500
CollgCr,6,6,1978,1282,6,0,2006,174000
Mitchel,6,5,1978,1664,10,0,2006,145000
NWAmes,6,6,1977,1844,7,1,2010,190000
NPkVill,6,5,1977,1069,4,1,2010,127500
NWAmes,6,7,1977,1610,6,2,2010,205000
ClearCr,7,7,1977,1483,4,2,2010,270000
CollgCr,5,8,1977,1026,5,0,2010,150000
CollgCr,6,7,1977,1392,6,0,2010,161750
Mitchel,6,7,1977,1285,6,1,2010,190000
Gilbert,5,6,1977,1934,6,1,2009,185000
NWAmes,7,5,1977,1411,6,1,2009,82500
NWAmes,6,7,1977,1602,8,1,2009,215000
NPkVill,6,5,1977,1456,6,1,2009,137900
Sawyer,5,6,1977,980,6,0,2009,135000
Veenker,8,9,1977,1694,5,1,2009,318750
NWAmes,7,7,1977,2288,8,2,2009,230000
NWAmes,6,5,1977,1334,6,1,2009,167900
CollgCr,5,7,1977,1040,5,0,2009,150500
CollgCr,5,7,1977,1268,5,0,2009,143500
Edwards,6,6,1977,1426,6,0,2009,159500
Mitchel,6,6,1977,926,5,1,2009,156450
Mitchel,6,7,1977,1287,5,2,2009,173000
Mitchel,5,5,1977,1734,8,0,2009,126000
Mitchel,6,5,1977,1567,5,2,2009,196000
NWAmes,6,7,1977,2872,11,1,2008,272000
NWAmes,5,6,1977,1126,6,0,2008,175000
NPkVill,6,6,1977,1069,4,0,2008,140000
NPkVill,7,6,1977,1055,4,0,2008,148500
Veenker,9,3,1977,2944,9,1,2008,150000
ClearCr,7,5,1977,2022,8,1,2008,192000
CollgCr,5,8,1977,985,6,0,2008,149900
Edwards,6,6,1977,1117,6,1,2008,147000
Mitchel,6,6,1977,1118,6,1,2008,171000
Mitchel,6,6,1977,1279,6,2,2008,171500
NWAmes,7,6,1977,1969,8,1,2007,190000
SawyerW,5,5,1977,2020,10,2,2007,144000
Sawyer,5,5,1977,894,5,0,2007,120750
Sawyer,5,5,1977,2620,12,1,2007,190000
Sawyer,6,5,1977,1285,7,1,2007,143500
Edwards,4,3,1977,1440,8,0,2007,150000
CollgCr,5,7,1977,1009,6,1,2007,160000
CollgCr,5,5,1977,1040,5,0,2007,134900
CollgCr,5,4,1977,907,5,0,2007,130000
Mitchel,5,5,1977,1008,4,1,2007,153500
Mitchel,6,6,1977,1356,6,1,2007,188000
Mitchel,5,6,1977,1676,6,2,2007,196000
Mitchel,5,7,1977,1432,6,1,2007,157000
NWAmes,7,7,1977,2263,9,1,2006,235000
Sawyer,6,6,1977,1654,10,0,2006,119500
Sawyer,6,7,1977,1212,6,1,2006,151000
Veenker,6,6,1977,1208,6,1,2006,165000
Sawyer,5,4,1977,1967,10,0,2006,156500
Sawyer,5,4,1977,1949,10,0,2006,157000
CollgCr,6,6,1977,1388,6,0,2006,157500
Crawfor,5,6,1977,1647,7,1,2006,217500
Mitchel,6,5,1977,1004,4,0,2006,135000
MeadowV,5,6,1977,1304,5,1,2006,104500
MeadowV,5,6,1977,1475,6,1,2006,127000
Mitchel,5,5,1977,1126,5,1,2006,160000
Sawyer,6,8,1976,1479,6,0,2010,130500
CollgCr,5,6,1976,894,5,0,2010,128200
Edwards,6,5,1976,1117,6,1,2010,107000
Mitchel,6,5,1976,1034,6,0,2010,169900
Mitchel,6,5,1976,2048,9,0,2010,170000
MeadowV,5,3,1976,1112,4,0,2010,85000
NWAmes,7,5,1976,1370,6,1,2009,152000
NWAmes,5,7,1976,1868,9,1,2009,197500
NPkVill,6,6,1976,958,5,0,2009,143750
NPkVill,6,5,1976,1548,7,1,2009,146000
NPkVill,6,6,1976,1456,7,1,2009,148500
NPkVill,7,6,1976,836,5,0,2009,128500
Veenker,8,5,1976,2499,5,1,2009,180500
Sawyer,4,4,1976,1620,8,1,2009,150000
Edwards,6,6,1976,1125,6,1,2009,125000
NWAmes,6,5,1976,1211,6,1,2008,161000
NWAmes,6,5,1976,1523,7,1,2008,180000
NWAmes,6,5,1976,1444,5,1,2008,159900
NWAmes,7,6,1976,1964,8,1,2008,205000
Veenker,8,9,1976,1671,6,1,2008,290000
NWAmes,8,9,1976,2715,11,2,2008,299800
Edwards,5,5,1976,1033,6,0,2008,165000
Edwards,6,6,1976,1127,6,1,2008,135000
Edwards,6,7,1976,1398,6,1,2008,160500
Mitchel,5,4,1976,1872,8,0,2008,100000
Timber,8,6,1976,2898,10,1,2008,287000
MeadowV,5,6,1976,1304,4,1,2008,115000
MeadowV,5,7,1976,1475,6,1,2008,129500
NWAmes,6,6,1976,2030,8,1,2007,195000
NWAmes,7,7,1976,1935,7,1,2007,197900
NWAmes,7,6,1976,1324,5,1,2007,174000
NPkVill,6,5,1976,958,5,1,2007,128000
NPkVill,6,6,1976,1548,7,1,2007,155000
Veenker,5,8,1976,1437,6,1,2007,218000
Veenker,6,7,1976,1855,7,1,2007,187000
Veenker,6,8,1976,1262,6,1,2007,181500
NWAmes,5,6,1976,1680,8,0,2007,136905
ClearCr,8,6,1976,1743,5,2,2007,279000
CollgCr,5,5,1976,1025,6,1,2007,153500
Edwards,6,6,1976,1044,7,1,2007,133500
Edwards,6,7,1976,1113,6,1,2007,148000
MeadowV,5,7,1976,1060,6,1,2007,129900
MeadowV,5,5,1976,1142,6,1,2007,134000
MeadowV,4,3,1976,1092,6,0,2007,75190
Mitchel,6,5,1976,1062,5,2,2007,146800
Mitchel,5,6,1976,1178,6,0,2007,135000
NWAmes,6,5,1976,1574,6,1,2006,190000
NWAmes,7,5,1976,1083,5,1,2006,172000
NWAmes,7,5,1976,1664,8,1,2006,162900
NPkVill,7,7,1976,1055,4,0,2006,137500
NPkVill,6,5,1976,1456,6,1,2006,144000
CollgCr,5,5,1976,954,6,0,2006,132500
Mitchel,6,5,1976,1728,8,0,2006,150900
Mitchel,5,5,1976,1728,8,0,2006,188000
NPkVill,6,6,1975,1456,6,1,2010,149900
NPkVill,7,6,1975,836,4,0,2010,120000
Edwards,6,6,1975,1096,5,1,2010,125200
NWAmes,5,7,1975,1621,7,2,2009,213000
NWAmes,7,5,1975,1193,5,1,2009,158000
NPkVill,7,5,1975,1055,4,1,2009,123000
NPkVill,6,6,1975,1456,7,0,2008,143000
Edwards,5,5,1975,864,4,0,2008,99600
CollgCr,5,6,1975,938,5,0,2008,130250
CollgCr,5,6,1975,1076,5,1,2008,143195
CollgCr,5,6,1975,1558,5,0,2008,163000
CollgCr,5,6,1975,924,5,0,2008,110000
MeadowV,5,6,1975,1040,6,0,2008,124000
Sawyer,5,5,1975,1701,6,2,2007,171000
CollgCr,5,6,1975,879,5,0,2007,120000
CollgCr,5,6,1975,969,5,0,2007,122000
Mitchel,7,6,1975,918,4,0,2007,148000
NWAmes,6,6,1975,1552,6,1,2006,179900
NWAmes,6,6,1975,1875,8,1,2006,184500
NWAmes,5,6,1975,1074,6,0,2006,153500
NPkVill,6,5,1975,1069,4,1,2006,146300
ClearCr,7,5,1975,1533,5,2,2006,280000
Edwards,6,5,1975,1012,4,0,2006,127500
Edwards,6,5,1975,980,4,0,2006,127500
Mitchel,6,6,1975,1210,6,0,2006,148000
NWAmes,7,6,1974,1173,6,2,2010,170000
Sawyer,6,6,1974,1494,7,2,2010,169000
NAmes,6,5,1974,1434,7,1,2009,157000
NWAmes,6,6,1974,1116,6,1,2009,167900
NWAmes,6,5,1974,1350,7,1,2009,165000
NAmes,5,5,1974,1792,8,0,2009,136000
NPkVill,6,5,1974,1322,6,1,2009,147000
NWAmes,7,6,1974,2067,7,2,2009,206000
NWAmes,7,5,1974,2061,8,1,2009,168500
NAmes,5,5,1974,1792,8,0,2008,133000
Veenker,6,5,1974,1430,6,2,2008,192000
NWAmes,6,7,1974,2614,9,1,2008,240000
NWAmes,6,6,1974,1876,8,1,2008,185000
NWAmes,6,6,1974,1877,8,1,2007,178900
Veenker,7,7,1974,2167,9,2,2007,294000
Sawyer,5,5,1974,1037,5,0,2007,129000
CollgCr,5,5,1974,894,5,0,2007,131000
Mitchel,6,6,1974,1026,5,1,2007,143000
NWAmes,6,6,1974,1309,5,1,2006,181000
NWAmes,6,6,1974,1103,6,0,2006,155000
Veenker,7,4,1974,2646,9,4,2006,260000
Sawyer,5,5,1974,894,5,1,2006,142500
Mitchel,5,5,1974,1389,6,1,2006,170000
MeadowV,4,5,1973,1092,6,0,2010,83500
MeadowV,5,6,1973,945,5,1,2010,119500
BrDale,6,5,1973,987,5,0,2009,111000
NWAmes,7,6,1973,2090,7,2,2009,200000
MeadowV,4,5,1973,988,5,0,2009,91000
NWAmes,5,6,1973,1178,5,1,2008,157000
BrDale,6,5,1973,987,5,0,2008,103400
BrDale,6,5,1973,987,5,0,2008,100000
NWAmes,5,5,1973,1656,8,0,2008,135000
MeadowV,4,7,1973,988,5,0,2008,105000
MeadowV,4,6,1973,988,4,1,2008,94900
NAmes,7,6,1973,2223,8,2,2007,244000
BrDale,6,6,1973,1092,6,0,2007,113500
BrDale,6,5,1973,1218,7,0,2007,113000
BrDale,6,5,1973,1218,7,0,2007,113700
Sawyer,6,7,1973,1055,5,1,2007,147000
NWAmes,7,6,1973,1242,6,1,2007,175500
BrDale,6,5,1973,1092,6,0,2006,105500
BrDale,5,6,1973,1365,7,1,2006,125500
BrDale,6,5,1973,987,5,0,2006,83000
MeadowV,6,4,1973,2521,10,1,2006,151400
NWAmes,6,7,1972,1381,5,1,2010,197500
CollgCr,5,6,1972,876,5,0,2010,127000
MeadowV,4,6,1972,630,3,0,2010,75500
MeadowV,4,6,1972,1092,5,0,2010,85500
NAmes,8,7,1972,2704,9,3,2009,345000
NWAmes,6,6,1972,2119,7,1,2009,158000
BrDale,6,6,1972,987,5,0,2009,97000
BrDale,6,8,1972,987,5,0,2009,118000
BrDale,5,7,1972,1302,6,0,2009,119500
NWAmes,6,6,1972,1395,6,1,2009,162000
CollgCr,5,6,1972,864,5,1,2009,133500
CollgCr,5,5,1972,894,6,0,2009,123000
CollgCr,5,8,1972,768,5,0,2009,133900
CollgCr,5,7,1972,768,5,0,2009,133000
Mitchel,5,8,1972,796,4,0,2009,131900
NAmes,4,5,1972,864,5,0,2008,111250
BrDale,6,6,1972,987,5,0,2008,100500
BrDale,5,5,1972,1302,6,0,2008,111750
Sawyer,5,4,1972,1641,5,1,2008,140000
CollgCr,5,7,1972,864,5,0,2008,127000
CollgCr,5,7,1972,780,4,0,2008,124900
Edwards,4,5,1972,1181,6,0,2008,137500
MeadowV,4,7,1972,630,3,0,2008,81000
NAmes,7,9,1972,1479,7,0,2007,184000
NWAmes,7,7,1972,1610,8,1,2007,185000
CollgCr,5,5,1972,882,5,0,2007,112500
CollgCr,5,5,1972,864,5,0,2007,127000
CollgCr,4,8,1972,875,5,0,2007,117000
MeadowV,4,4,1972,1092,5,0,2007,85500
BrDale,6,7,1972,1030,6,0,2006,116000
BrDale,6,7,1972,1218,7,0,2006,118000
BrDale,6,5,1972,948,5,0,2006,89000
BrDale,6,5,1972,1092,6,0,2006,108000
BrDale,6,5,1972,987,5,1,2006,94500
NWAmes,5,6,1972,1193,6,0,2006,146500
NWAmes,6,5,1972,1790,8,1,2006,165150
CollgCr,5,7,1972,864,5,0,2006,128500
CollgCr,5,7,1972,894,5,0,2006,149900
CollgCr,5,8,1972,864,5,0,2006,119900
MeadowV,4,4,1972,1092,5,0,2006,79400
NAmes,5,6,1971,1078,6,1,2010,149900
NAmes,4,5,1971,864,5,1,2010,115000
BrDale,6,5,1971,987,5,0,2010,96000
BrDale,5,5,1971,1092,6,0,2010,105500
BrDale,6,5,1971,1092,6,0,2010,88000
NWAmes,6,6,1971,1645,7,0,2010,171000
ClearCr,6,7,1971,1052,6,0,2010,155000
Mitchel,6,5,1971,1824,8,0,2010,139000
Mitchel,5,7,1971,874,5,0,2010,130000
NAmes,5,7,1971,1050,6,0,2009,143000
NAmes,4,6,1971,864,4,0,2009,97000
NAmes,4,7,1971,864,5,0,2009,130000
BrDale,5,5,1971,1302,6,0,2009,112000
NWAmes,6,5,1971,1320,5,1,2009,172500
Crawfor,7,9,1971,2365,7,2,2009,315000
NAmes,5,5,1971,864,5,0,2008,123000
BrDale,6,5,1971,987,4,0,2008,85400
BrDale,6,3,1971,987,5,0,2008,89500
NWAmes,6,7,1971,1258,5,0,2008,145000
NWAmes,7,6,1971,1670,7,0,2008,170000
NAmes,6,6,1971,1587,7,1,2007,167300
NWAmes,6,5,1971,1220,6,1,2007,170000
NWAmes,5,6,1971,1484,7,1,2007,175000
NAmes,5,7,1971,1109,5,0,2007,139000
NAmes,6,5,1971,981,5,0,2007,143250
NAmes,5,5,1971,950,5,0,2007,119500
NAmes,4,5,1971,872,5,0,2007,123000
NAmes,4,6,1971,858,4,0,2007,110000
NAmes,4,6,1971,864,5,0,2007,120500
BrDale,5,5,1971,1365,6,0,2007,122500
Sawyer,5,6,1971,868,6,0,2007,119900
ClearCr,7,5,1971,1824,5,2,2007,302000
Crawfor,7,5,1971,1696,7,2,2007,198000
Mitchel,5,7,1971,796,5,0,2007,138000
NAmes,4,4,1971,858,5,0,2006,88000
NAmes,4,4,1971,874,5,0,2006,97500
BrDale,6,5,1971,1218,7,0,2006,91500
NWAmes,6,5,1971,1993,8,1,2006,190000
Sawyer,5,7,1971,810,4,0,2006,130000
NAmes,6,7,1970,1004,5,1,2010,149000
NAmes,4,5,1970,882,4,0,2010,126000
NAmes,7,5,1970,2207,7,1,2010,180000
MeadowV,4,7,1970,1092,5,0,2010,76000
MeadowV,4,4,1970,1092,5,0,2010,88250
NAmes,5,6,1970,1002,5,0,2009,148500
NAmes,5,5,1970,1180,6,0,2009,128000
NAmes,4,6,1970,864,5,0,2009,76500
NAmes,4,6,1970,864,5,0,2009,120500
NAmes,4,7,1970,864,5,0,2009,124500
BrDale,5,6,1970,1365,7,0,2009,125000
NWAmes,6,6,1970,1442,6,1,2009,185000
MeadowV,4,8,1970,630,3,0,2009,86000
MeadowV,4,4,1970,630,3,0,2009,80000
MeadowV,4,6,1970,1344,6,1,2009,97000
MeadowV,4,4,1970,1092,6,0,2009,88000
NAmes,6,7,1970,2117,7,2,2008,237500
BrDale,6,6,1970,987,5,0,2008,106000
NWAmes,7,6,1970,1682,7,1,2008,174000
Sawyer,5,8,1970,904,5,0,2008,144000
MeadowV,6,9,1970,1092,6,0,2008,98000
NAmes,7,5,1970,1277,5,1,2007,167000
NAmes,8,6,1970,2217,8,1,2007,268000
NAmes,5,6,1970,1422,7,0,2007,155000
NAmes,5,5,1970,914,5,0,2007,133000
BrDale,5,5,1970,1302,6,0,2007,106000
NWAmes,6,6,1970,2411,8,1,2007,240050
NAmes,6,3,1970,1657,7,1,2007,163500
MeadowV,4,5,1970,992,4,0,2007,106500
MeadowV,4,6,1970,1092,5,0,2007,93900
MeadowV,4,5,1970,1092,6,0,2007,75000
MeadowV,4,6,1970,630,3,0,2007,84500
Mitchel,5,7,1970,768,5,0,2007,129500
NAmes,4,5,1970,864,5,0,2006,116050
BrkSide,4,5,1970,960,6,0,2006,129000
Mitchel,5,5,1970,1652,8,0,2006,146500
MeadowV,4,6,1970,630,3,0,2006,73000
MeadowV,5,7,1970,630,3,0,2006,92000
MeadowV,4,5,1970,1092,5,0,2006,87550
MeadowV,4,5,1970,1092,5,0,2006,79500
MeadowV,4,7,1970,1092,5,0,2006,90500
MeadowV,4,5,1970,1092,6,0,2006,71000
Sawyer,6,7,1969,1352,7,0,2010,158000
Mitchel,5,5,1969,1479,8,0,2010,161000
NAmes,6,8,1969,1026,5,0,2009,156000
NWAmes,5,5,1969,1336,6,1,2009,163000
NWAmes,6,5,1969,1216,5,0,2009,113000
NAmes,6,5,1969,2544,12,0,2009,190000
NAmes,5,5,1969,2634,12,0,2009,200000
Mitchel,5,5,1969,1404,7,1,2009,160000
Mitchel,5,7,1969,1632,7,1,2009,173000
NAmes,6,5,1969,2112,9,2,2008,206900
NWAmes,5,6,1969,1308,7,0,2008,146900
NAmes,6,8,1969,1054,6,0,2008,151000
NAmes,4,6,1969,936,4,0,2008,111900
NWAmes,6,6,1969,1427,7,0,2008,183000
Sawyer,4,4,1969,1258,6,0,2008,108959
Mitchel,5,4,1969,1968,7,1,2008,172000
Gilbert,5,5,1969,1424,7,0,2007,155000
NWAmes,5,5,1969,1620,7,0,2007,152000
NWAmes,6,6,1969,1082,6,0,2007,162500
NAmes,5,5,1969,2080,9,2,2007,135000
NAmes,7,6,1969,1851,8,1,2006,192100
NAmes,5,5,1969,1096,6,0,2006,138800
NWAmes,7,5,1969,1164,6,0,2006,140000
ClearCr,6,5,1969,988,4,2,2006,180000
CollgCr,5,6,1969,971,5,1,2006,128500
Edwards,5,4,1969,1176,5,0,2006,119900
Crawfor,6,5,1969,1844,7,1,2006,223000
